PID,Core Count,Core Clock,Boost Clock,TDP,Series,Microarchitecture,Core Family,Socket,Maximum Supported Memory,ECC Support,Packaging,Includes CPU Cooler,L1 Cache,L2 Cache,L3 Cache,Lithography,Simultaneous Multithreading,Integrated Graphics
16167,6,3,4,65,0,0,0,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 32 MB,7,Y,
16168,8,3,4,105,1,0,0,0,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 32 MB,7,Y,
16169,8,3,4,65,1,1,1,0,128,N,0,Y,"8 x 32 kB Instruction
8 x 64 kB Data",8 x 512 kB,2 x 16 MB,7,Y,
16170,6,3,4,65,0,1,1,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 16 MB,7,Y,
16171,12,3,4,105,2,0,0,0,128,N,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 512 kB,2 x 32 MB,7,Y,
16172,6,3,4,65,0,0,2,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 16 MB,7,Y,0
16173,8,3,5,125,3,2,3,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16174,16,3,4,105,2,0,0,0,128,N,0,N,"16 x 32 kB Instruction
16 x 32 kB Data",16 x 512 kB,2 x 32 MB,7,Y,
16175,6,2,4,65,4,2,3,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,
16176,8,3,5,125,3,3,4,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,2
16177,8,3,5,125,5,3,4,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,2
16178,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,Y,
16179,6,4,4,125,4,2,3,1,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16180,6,3,4,125,4,3,4,1,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,2
16181,8,3,4,65,1,0,2,0,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,7,Y,3
16182,6,3,3,65,0,4,5,0,64,N,0,Y,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 15.99 MB,12,Y,
16183,64,2,4,280,7,1,6,2,1024,Y,0,N,"64 x 32 kB Instruction
64 x 32 kB Data",64 x 512 kB,16 x 16 MB,7,Y,
16184,6,3,3,65,0,4,5,0,,N,0,Y,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 8 MB,12,Y,
16185,12,3,4,105,2,1,1,0,128,N,0,Y,"12 x 32 kB Instruction
12 x 64 kB Data",12 x 512 kB,4 x 16 MB,7,Y,
16186,10,3,5,125,5,2,3,1,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,1
16187,6,3,4,95,0,1,1,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 64 kB Data",6 x 512 kB,2 x 16 MB,7,Y,
16188,8,3,4,95,3,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,8 x 1.5 MB,14,N,1
16189,6,2,4,65,4,2,3,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16190,8,3,5,95,5,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16191,4,3,4,65,8,4,8,0,64,N,0,Y,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,12,N,3
16192,8,3,4,105,1,1,1,0,128,N,0,Y,"8 x 32 kB Instruction
8 x 64 kB Data",8 x 512 kB,2 x 16 MB,7,Y,
16193,10,3,5,125,5,2,3,1,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,1
16194,2,3,,35,9,6,9,0,128,N,0,Y,"2 x 64 kB Instruction
2 x 32 kB Data",2 x 512 kB,1 x 4 MB,14,Y,4
16195,6,2,4,65,4,5,7,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,
16196,4,3,4,65,8,1,1,0,128,N,0,Y,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 16 MB,7,Y,
16197,6,2,4,65,4,3,4,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,
16198,4,3,4,65,0,4,8,0,64,N,0,Y,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,12,Y,5
16199,8,2,4,65,3,2,3,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,
16200,8,3,4,105,1,4,5,0,64,N,0,Y,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,12,Y,
16201,6,3,4,95,0,4,5,0,64,N,0,Y,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 15.99 MB,12,Y,
16202,6,2,4,65,4,3,4,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,6
16203,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,Y,
16204,8,3,5,125,3,2,3,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,
16205,4,3,3,65,8,1,1,0,128,N,0,Y,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 16 MB,7,Y,
16206,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,Y,1
16207,4,3,3,65,8,6,10,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 8 MB,14,N,
16208,6,3,3,65,0,6,10,0,,N,0,Y,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 8 MB,14,Y,
16209,6,4,4,125,4,2,3,1,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,
16210,6,3,4,95,4,5,7,3,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,6 x 1.5 MB,14,N,1
16211,16,3,4,105,2,1,1,0,128,N,0,N,"16 x 32 kB Instruction
16 x 64 kB Data",16 x 512 kB,4 x 16 MB,7,Y,
16212,6,3,4,95,3,7,11,3,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16213,4,4,4,91,3,8,12,3,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,7
16214,2,2,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 3 MB,,45,N,
16215,32,3,4,280,7,1,6,2,512,Y,0,N,"32 x 32 kB Instruction
32 x 32 kB Data",32 x 512 kB,8 x 16 MB,7,Y,
16216,8,2,4,65,3,3,4,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,2
16217,24,3,4,280,7,1,6,2,512,Y,0,N,"24 x 32 kB Instruction
24 x 32 kB Data",24 x 512 kB,8 x 16 MB,7,Y,
16218,6,3,4,95,4,5,7,3,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,N,
16219,10,3,5,125,5,2,3,1,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,
16220,4,4,4,91,3,10,14,3,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,8
16221,8,3,4,180,7,6,15,5,1024,Y,0,N,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,
16222,4,3,4,65,6,5,7,3,64,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,
16223,8,3,4,105,1,1,1,0,128,N,0,N,"8 x 32 kB Instruction
8 x 64 kB Data",8 x 512 kB,1 x 32 MB,7,Y,
16224,6,3,4,125,4,3,4,1,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,
16225,4,3,3,65,8,6,9,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 4 MB,14,N,3
16226,2,4,,58,11,2,3,1,128,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16227,4,3,3,65,8,4,5,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 8 MB,12,N,
16228,4,4,4,88,3,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16229,8,3,5,95,5,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16230,4,3,3,91,4,10,14,3,,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16231,8,3,4,65,3,5,7,3,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 12 MB,14,N,
16232,18,3,4,165,5,12,17,7,256,N,0,N,"18 x 32 kB Instruction
18 x 32 kB Data",18 x 1 MB,1 x 24.75 MB,14,Y,
16233,6,2,4,65,4,7,11,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16234,8,3,5,125,3,3,4,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,
16235,8,2,4,65,3,2,3,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16236,8,3,5,125,5,3,4,1,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,
16237,6,3,4,65,3,7,11,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16238,12,3,4,105,2,1,1,0,128,N,0,N,"12 x 32 kB Instruction
12 x 64 kB Data",12 x 512 kB,1 x 64 MB,7,Y,
16239,2,3,3,65,12,13,18,0,,N,0,Y,"1 x 96 kB Instruction
2 x 32 kB Data",1 x 1 MB,,28,N,11
16240,8,3,5,95,5,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,8 x 2 MB,14,Y,
16241,8,3,4,65,1,4,5,0,64,N,0,Y,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,12,Y,
16242,8,2,4,65,3,3,4,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,
16243,4,3,,77,3,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,12
16244,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,Y,1
16245,6,3,4,95,0,6,10,0,,N,0,N,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 8 MB,14,Y,
16246,6,3,4,65,0,1,1,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 64 kB Data",6 x 512 kB,2 x 16 MB,7,N,
16247,6,3,4,95,0,1,1,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 64 kB Data",6 x 512 kB,1 x 32 MB,7,Y,
16248,24,3,4,250,7,4,20,5,1024,Y,0,N,"24 x 64 kB Instruction
24 x 32 kB Data",24 x 512 kB,8 x 8 MB,12,Y,
16249,6,2,4,65,4,3,4,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,2
16250,8,3,4,95,3,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,8 x 1.5 MB,14,N,
16251,6,3,4,95,4,7,11,3,128,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16252,4,3,4,65,6,5,7,3,64,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,1
16253,2,3,,35,9,6,9,0,,N,0,Y,"2 x 64 kB Instruction
2 x 32 kB Data",2 x 512 kB,1 x 4 MB,14,Y,4
16254,4,3,3,88,4,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16255,4,3,4,65,3,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,7
16256,8,4,,125,13,15,21,9,,N,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16257,6,2,4,65,4,5,7,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16258,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,12
16259,8,3,4,65,3,5,7,3,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 12 MB,14,N,7
16260,2,3,,58,14,2,3,1,128,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,N,9
16261,4,3,3,84,3,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16262,4,3,4,91,4,8,12,3,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
16263,4,3,3,65,0,6,9,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 4 MB,14,Y,5
16264,4,3,3,65,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16265,10,2,5,65,5,2,3,1,128,N,0,Y,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,
16266,10,2,5,65,5,2,3,1,128,N,0,Y,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,1
16267,4,3,3,84,4,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16268,4,3,4,65,3,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,8
16269,32,3,4,250,7,4,20,5,1024,Y,0,N,"32 x 64 kB Instruction
32 x 32 kB Data",32 x 512 kB,8 x 8 MB,12,Y,
16270,8,3,3,65,1,6,10,0,,N,0,Y,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,2 x 8 MB,14,Y,
16271,4,3,3,65,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
16272,4,3,3,65,15,13,18,0,,N,0,Y,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,13
16273,10,3,4,165,5,12,17,7,256,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 1 MB,1 x 19.25 MB,14,Y,
16274,4,3,,77,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16275,8,2,5,65,5,3,4,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,2
16276,6,3,4,65,0,1,1,0,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 16 MB,7,Y,
16277,8,3,3,95,1,6,10,0,,N,0,N,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,2 x 8 MB,14,Y,
16278,4,3,,77,3,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,12
16279,2,3,,54,11,7,11,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16280,8,3,5,65,5,5,7,3,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16281,2,3,,58,14,2,3,1,128,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,N,9
16282,6,2,4,65,4,3,4,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 12 MB,14,Y,2
16283,4,3,,65,6,7,11,3,64,Y,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,1
16284,6,3,4,65,0,1,1,0,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 512 kB,2 x 16 MB,7,Y,
16285,4,3,3,65,4,8,12,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,7
16286,8,4,5,127,5,5,7,3,128,N,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 16 MB,14,Y,1
16287,4,3,,95,4,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 256 kB,1 x 6 MB,32,N,15
16288,6,3,4,65,4,2,3,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16289,22,2,3,145,16,18,24,10,1536,Y,1,N,"22 x 32 kB Instruction
22 x 32 kB Data",22 x 256 kB,1 x 55 MB,14,Y,
16290,6,3,,95,13,15,21,9,,N,0,Y,"3 x 64 kB Instruction
6 x 16 kB Data",3 x 2 MB,1 x 8 MB,32,N,
16291,6,3,4,65,0,1,1,0,128,N,0,Y,"6 x 32 kB Instruction
6 x 64 kB Data",6 x 512 kB,2 x 16 MB,7,N,
16292,8,2,2,95,16,17,25,11,,Y,0,N,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 256 kB,1 x 20 MB,32,Y,
16293,4,3,4,84,3,11,16,6,,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16294,4,3,,95,3,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,15
16295,4,2,3,65,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16296,14,2,3,135,16,18,24,10,1536,Y,0,N,"14 x 32 kB Instruction
14 x 32 kB Data",14 x 256 kB,1 x 35 MB,14,Y,
16297,12,3,4,165,5,12,17,7,256,N,0,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 1 MB,1 x 19.25 MB,14,Y,
16298,4,3,3,65,0,6,10,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,2 x 8 MB,14,Y,
16299,4,3,3,84,4,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16300,8,4,5,220,13,15,21,9,,N,1,N,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16301,6,3,4,65,4,2,3,1,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16302,4,3,3,84,3,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16303,2,3,,58,11,7,11,3,64,Y,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16304,6,3,4,95,0,1,1,0,128,N,1,N,"6 x 32 kB Instruction
6 x 64 kB Data",6 x 512 kB,2 x 16 MB,7,Y,
16305,4,3,,84,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16306,2,3,,51,6,10,14,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,8
16307,8,3,4,95,1,6,10,0,,N,0,N,"8 x 64 kB Instruction
8 x 32 kB Data",8 x 512 kB,2 x 8 MB,14,Y,
16308,4,2,,65,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16309,4,3,3,65,0,6,10,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 8 MB,14,Y,
16310,2,2,,65,17,17,23,8,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,32,N,16
16311,4,3,,95,4,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",2 x 256 kB,1 x 6 MB,32,N,17
16312,4,4,4,88,3,11,16,6,,N,1,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
16313,12,2,3,120,16,16,26,10,,Y,1,N,"12 x 32 kB Instruction
12 x 32 kB Data",12 x 256 kB,1 x 30 MB,22,Y,
16314,8,3,4,65,1,1,1,0,128,N,1,N,"8 x 32 kB Instruction
8 x 64 kB Data",8 x 512 kB,2 x 16 MB,7,Y,
16315,4,4,4,112,3,8,27,7,64,N,0,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,
16316,2,4,,58,11,2,3,1,128,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 4 MB,14,Y,9
16317,4,3,,84,4,16,22,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16318,16,3,4,180,7,4,20,5,1024,Y,0,N,"16 x 64 kB Instruction
16 x 32 kB Data",16 x 512 kB,4 x 8 MB,12,Y,
16319,2,3,,65,10,9,13,4,,N,1,N,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 6 MB,,45,N,
16320,12,3,4,180,7,4,20,5,1024,Y,0,N,"12 x 64 kB Instruction
12 x 32 kB Data",12 x 512 kB,4 x 8 MB,12,Y,
16321,8,2,5,65,5,3,4,1,128,N,0,Y,"8 x 32 kB Instruction
8 x 32 kB Data",8 x 512 kB,1 x 16 MB,14,Y,
16322,6,3,3,140,3,16,28,10,64,N,0,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 15 MB,22,Y,
16323,6,3,4,95,0,4,5,0,64,N,1,N,"6 x 64 kB Instruction
6 x 32 kB Data",6 x 512 kB,1 x 15.99 MB,12,Y,
16324,4,3,3,65,4,10,14,3,64,N,1,N,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16325,2,2,,65,18,19,29,12,,N,1,N,"2 x 64 kB Instruction
2 x 64 kB Data",2 x 512 kB,,45,N,
16326,4,3,3,65,19,13,18,0,,N,0,Y,"2 x 96 kB Instruction
4 x 32 kB Data",2 x 1 MB,,28,N,13
16327,8,3,4,105,1,1,1,0,128,N,1,N,"8 x 32 kB Instruction
8 x 64 kB Data",8 x 512 kB,2 x 16 MB,7,Y,
16328,12,3,4,180,7,6,15,5,1024,Y,0,N,"12 x 64 kB Instruction
12 x 32 kB Data",12 x 512 kB,1 x 32 MB,14,Y,
16329,4,2,,65,4,14,19,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,14
16330,6,3,4,65,4,7,11,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,1
16331,2,3,3,35,12,13,18,0,,N,0,Y,"1 x 96 kB Instruction
2 x 32 kB Data",1 x 1 MB,,28,N,11
16332,6,3,4,65,4,5,7,3,128,N,0,Y,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 9 MB,14,N,
16333,2,3,,51,6,8,12,3,64,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,7
16334,4,3,3,84,4,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,22,N,10
16335,6,3,4,95,3,7,11,3,128,N,1,N,"6 x 32 kB Instruction
6 x 32 kB Data",6 x 256 kB,1 x 12 MB,14,Y,1
16336,2,2,,65,14,20,30,4,,N,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",1 x 512 kB,,65,N,
16337,10,3,5,125,5,2,3,1,128,N,0,N,"10 x 32 kB Instruction
10 x 32 kB Data",10 x 256 kB,1 x 20 MB,14,Y,1
16338,4,3,,95,3,17,23,8,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,32,Y,17
16339,4,1,,25,20,21,31,13,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",1 x 2 MB,,28,N,18
16340,2,3,,54,17,8,12,3,64,Y,0,Y,"2 x 32 kB Instruction
2 x 32 kB Data",2 x 256 kB,1 x 3 MB,14,Y,19
16341,4,3,3,65,8,6,10,0,,N,0,Y,"4 x 64 kB Instruction
4 x 32 kB Data",4 x 512 kB,1 x 8 MB,14,N,
16342,8,3,,125,13,15,21,9,,Y,0,Y,"4 x 64 kB Instruction
8 x 16 kB Data",4 x 2 MB,1 x 8 MB,32,N,
16343,14,3,4,165,5,12,17,7,256,N,0,N,"14 x 32 kB Instruction
14 x 32 kB Data",14 x 1 MB,1 x 19.25 MB,14,Y,
16344,4,3,3,65,4,10,14,3,64,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 6 MB,14,N,8
16345,4,3,4,65,8,4,8,0,64,N,1,N,"4 x 32 kB Instruction
4 x 64 kB Data",4 x 512 kB,1 x 4 MB,12,N,3
16346,4,3,4,65,6,2,3,1,128,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,14,Y,1
16347,1,1,,35,14,17,23,8,,N,0,Y,"1 x 32 kB Instruction
1 x 32 kB Data",1 x 256 kB,1 x 1 MB,32,N,16
16348,4,3,4,84,3,11,16,6,,N,0,Y,"4 x 32 kB Instruction
4 x 32 kB Data",4 x 256 kB,1 x 8 MB,22,Y,10
