PID,Merchant,Availability,Total
17802,0,0,329.99
17802,2,0,329.99
17802,8,0,329.99
17802,1,0,399.99
17803,0,0,199.99
17803,1,0,199.99
17803,4,0,199.99
17803,3,1,239.99
17803,13,,278.99
17804,0,0,109.99
17805,0,0,209.99
17805,4,0,209.99
17806,0,0,134.99
17806,6,0,134.99
17806,4,0,134.99
17807,0,0,47.98
17807,4,0,47.99
17807,7,0,47.99
17807,13,,48.99
17807,1,0,51.98
17807,12,0,53.02
17807,3,1,54.99
17808,0,0,64.98
17808,8,0,64.99
17809,3,,94.99
17809,4,0,94.99
17809,18,0,94.99
17809,7,0,109.99
17809,12,1,214.32
17810,4,1,99.99
17810,20,0,99.99
17810,0,0,140.91
17811,0,0,38.96
17812,0,0,88.5
17813,0,0,104.99
17813,4,0,104.99
17813,3,1,116.94
17814,0,0,52.99
17814,8,0,52.99
17814,12,0,62.16
17815,0,0,139
17815,4,0,139.99
17815,7,0,139.99
17815,18,0,139.99
17815,3,1,209.99
17816,0,0,83.42
17816,12,1,87.38
17816,4,0,110.92
17817,0,0,73.59
17818,0,0,95.7
17818,4,0,115.99
17819,0,0,139.99
17820,0,0,249
17822,0,0,199.99
17822,2,0,199.99
17822,1,0,209.99
17822,4,0,209.99
17822,12,1,218.65
17822,3,1,229.99
17823,0,0,129.99
17824,0,0,58.99
17824,1,0,59.99
17824,2,0,59.99
17824,4,0,59.99
17824,13,,63.99
17824,3,1,66.99
17824,12,0,74.47
17825,2,0,68.99
17825,8,0,68.99
17825,3,,69.99
17825,1,0,69.99
17826,0,0,129.99
17828,0,0,269.99
17828,4,0,269.99
17828,3,1,299.99
17829,0,0,775
17830,18,0,179.99
17830,0,0,189.99
17830,4,0,189.99
17831,0,0,260
17832,0,0,199.99
17833,0,0,699.98
17833,1,0,699.98
17833,8,0,699.99
17834,12,1,102.67
17834,0,0,119.99
17835,0,0,129.99
17835,1,0,129.99
17835,4,0,154.99
17836,2,0,269.99
17836,8,0,269.99
17836,3,,299.99
17836,1,0,299.99
17837,0,0,43
17837,3,1,43.99
17837,1,0,48.98
17837,12,1,49.79
17837,13,,49.99
17837,4,1,51.99
17837,14,0,2199.99
17838,0,0,79.98
17838,4,0,79.99
17838,3,,84.99
17839,0,0,108.99
17839,4,0,135.99
17840,0,0,43.99
17841,3,,79.99
17841,4,0,84.98
17841,0,0,95.32
17841,12,1,98.98
17841,14,0,99.99
17842,0,0,49.99
17843,4,0,24.49
17843,0,0,30.42
17844,0,0,39.95
17845,0,0,324.99
17845,4,1,324.99
17845,18,0,324.99
17846,0,0,29.45
17847,0,0,938.95
17848,2,1,249.99
17848,7,0,249.99
17849,0,0,2341.56
17850,0,0,228.87
17851,0,0,237.98
17851,8,0,279.99
17851,1,0,329.99
17853,0,0,1199
17854,0,0,34.9
17855,4,0,544.99
17856,0,0,199.99
17856,7,0,199.99
17856,3,1,215.94
17856,4,0,219.99
17858,0,0,72
17859,1,0,179.99
17859,2,0,179.99
17859,18,0,179.99
17859,3,1,189.99
17859,7,0,207
17859,12,1,384.95
17860,0,0,251.99
17860,4,1,251.99
17860,18,0,251.99
17860,17,,289.99
17861,3,,179.99
17861,1,0,179.99
17861,18,0,179.99
17861,4,0,188.99
17861,7,0,194.94
17862,1,0,549.99
17862,4,0,549.99
17862,3,1,576.94
17862,7,0,609.11
17863,0,0,32.99
17863,1,0,32.99
17863,4,0,37.99
17863,2,0,38.48
17863,7,0,38.98
17863,12,0,41.06
17863,3,,46.99
17864,18,0,49.99
17864,0,0,88.56
17865,0,0,54.98
17866,4,1,249.99
17867,4,0,23.99
17867,0,0,29.99
17868,0,0,243.29
17868,4,0,269.99
17869,0,0,188.99
17870,4,0,58.99
17870,18,0,58.99
17871,0,0,84.5
17871,4,1,106.65
17873,0,0,37.99
17873,8,0,37.99
17874,0,0,46.99
17876,18,0,61.99
17877,0,0,52.45
17877,12,1,53.05
17877,4,0,56.91
17878,0,0,263.5
17878,4,0,265.99
17878,16,0,299.99
17879,0,0,151.99
17879,4,0,151.99
17879,18,0,151.99
17880,0,0,48.99
17880,4,0,58.99
17880,14,0,59.99
17880,7,0,79.99
17881,0,0,105.54
17881,12,0,122.73
17883,0,0,115.99
17883,4,0,115.99
17884,0,0,299.08
17884,1,0,299.99
17884,8,0,299.99
17885,0,0,39.75
17885,1,0,39.99
17885,2,0,39.99
17886,0,0,19
17888,0,0,58.99
17888,4,0,58.99
17890,4,0,299.99
17890,0,0,309.99
17890,7,0,325.99
17890,3,,349.99
17890,12,1,357.14
17891,0,0,1099.99
17892,0,1,269.99
17892,1,0,269.99
17892,4,0,269.99
17892,3,1,319.99
17892,13,,345.99
17893,0,0,109.99
17893,12,1,119.54
17894,1,0,59.99
17894,2,0,59.99
17894,0,0,99.85
17894,7,0,106.99
17895,2,0,94.99
17896,1,2,159.99
17896,4,1,159.99
17897,0,0,295
17898,0,0,419.99
17898,4,0,419.99
17898,18,0,419.99
17898,17,,616.99
17899,0,1,275.24
17899,7,0,275.24
17899,4,0,329.99
17899,18,0,329.99
17899,13,,374.99
17900,0,0,679.99
17900,8,0,799.99
17900,1,3,896.95
17900,4,1,1008.63
17901,0,0,129.51
17901,12,1,141.13
17902,2,0,129.99
17902,18,0,129.99
17902,12,0,155.9
17902,7,0,400
17902,4,0,418.99
17902,1,3,449
17903,3,,106.99
17903,4,0,113.99
17903,0,0,117.05
17904,0,0,44.99
17904,18,0,49.99
17904,14,0,53.76
17904,4,0,54.99
17904,13,,59.99
17905,0,0,33.99
17905,4,0,35.98
17905,3,1,39.99
17906,0,0,72.98
17906,4,0,74.99
17907,18,0,379.99
17907,3,1,395
17907,0,0,469
17908,0,0,27.35
17908,12,0,33.74
17909,4,0,49.99
17910,0,0,139.49
17911,0,0,63.23
17912,0,0,83.08
17913,0,0,114.99
17914,0,0,94.99
17914,8,0,94.99
17914,3,1,119.99
17915,0,0,313.3
17915,4,0,319.99
17915,18,0,319.99
17917,3,1,169.99
17917,0,0,209.74
17918,0,0,357.6
17918,18,0,379.99
17918,3,1,409.99
17918,7,0,489.99
17919,0,0,55.45
17921,0,0,54.99
17921,3,1,64.99
17921,4,0,69.99
17922,0,0,48.9
17922,4,0,90.99
17923,0,0,31.75
17923,18,0,36.99
17923,14,0,44.99
17923,2,0,49.99
17923,3,1,54.95
17923,4,0,54.99
17924,0,0,53.99
17925,0,0,59.99
17925,4,1,59.99
17925,3,1,69.99
17926,0,0,74.98
17926,18,0,74.99
17926,4,1,75.98
17926,13,,85.99
17927,0,0,234.12
17927,12,0,234.12
17928,0,0,42.99
17928,2,0,42.99
17928,1,0,45.99
17928,3,1,50.99
17929,0,0,48.07
17930,0,0,258
17931,0,0,19.98
17932,0,0,275.45
17933,4,0,50.99
17935,0,0,199.99
17936,0,0,259.99
17936,1,0,259.99
17936,2,0,259.99
17936,4,0,259.99
17937,0,0,288
17938,18,1,59.99
17938,4,0,90
17939,0,0,59.99
17939,4,0,59.99
17939,1,0,66.99
17941,18,0,129.99
17941,3,1,199.99
17941,0,0,279.99
17942,12,0,34.79
17943,0,0,114.99
17943,1,0,114.99
17943,2,0,114.99
17943,4,0,114.99
17943,13,,124.99
17943,3,1,126.94
17943,12,1,128.72
17944,0,0,60
17945,0,0,229.99
17945,1,0,259.99
17945,4,0,260.99
17946,7,0,639.99
17946,0,0,645
17946,1,0,649.99
17946,4,0,779.99
17947,0,0,84.99
17947,7,0,84.99
17947,18,0,84.99
17947,4,0,85.98
17947,3,1,90.49
17947,2,0,118.99
17948,0,0,479.99
17949,0,0,549.99
17949,4,0,549.99
17949,18,0,549.99
17949,1,0,579.99
17950,0,0,82.67
17951,12,1,76.29
17951,0,0,79.98
17952,0,0,51.99
17952,4,0,51.99
17952,18,0,51.99
17953,0,0,115.62
17954,0,0,285
17954,4,0,365.99
17955,0,0,249.99
17955,8,0,249.99
17955,3,1,289.99
17955,1,0,289.99
17956,0,0,299
17957,0,0,289.99
17957,4,0,289.99
17959,0,0,54.69
17960,0,0,67.01
17961,0,0,995
17962,0,0,105
17963,12,1,48.28
17963,0,0,53.5
17963,4,1,65.63
17964,0,0,259.99
17964,2,0,259.99
17964,8,0,259.99
17964,3,1,299.99
17964,1,0,299.99
17966,0,0,58.99
17967,0,0,506.15
17968,4,0,82.99
17969,12,1,834.52
17969,0,0,847.26
17969,4,0,847.99
17969,6,0,864.99
17970,0,0,329.99
17970,4,1,389.99
17971,0,0,175
17972,0,0,71.48
17974,0,0,119.75
17975,0,0,43.49
17975,4,1,119.99
17976,1,0,54.99
17978,8,0,57.99
17978,3,1,71.94
17978,0,0,84.94
17980,0,0,99.99
17980,7,0,103
17980,4,0,103.99
17980,18,0,103.99
17980,1,0,105.99
17980,3,1,129.99
17980,22,0,136.45
17981,0,0,139.99
17982,0,0,69.98
17983,18,1,89.99
17983,3,1,99.95
17983,0,0,107.9
17984,0,0,34.99
17985,0,0,299.99
17986,1,0,144.99
17986,4,0,144.99
17986,3,1,156.94
17986,0,0,164.01
17986,13,,169.99
17988,0,0,299.99
17988,1,0,299.99
17988,7,0,329.99
17988,12,1,343.1
17988,3,,346.94
17988,4,0,348.99
17988,13,,366.99
17989,4,0,329.99
17989,0,0,423.53
17989,7,0,466.21
17989,3,,479.99
17989,12,1,512.15
17990,18,0,87.99
17990,0,0,159.99
17991,4,1,47.99
17991,14,0,49.99
17991,0,0,59.69
17992,0,0,34.95
17994,0,0,62.99
17994,18,0,62.99
17994,4,0,64.98
17995,0,0,363
17995,4,0,561.99
17996,4,0,55.99
17996,0,0,59.99
17997,0,0,169.99
17997,4,0,169.99
17997,1,3,214.99
17998,0,0,385.44
17999,4,0,269.99
17999,0,0,287.99
17999,12,0,305.78
18000,8,0,34.99
18001,4,0,115.99
18002,0,0,799.99
18003,0,0,27.48
18003,4,0,82.99
18007,4,0,239.99
18008,1,0,64
18008,0,0,67.98
18008,18,0,67.99
18008,3,1,69.99
18008,4,0,77.99
18008,13,,80.99
18009,0,0,49.99
18009,3,1,88.95
18010,4,0,94.99
18010,3,,99.99
18010,0,0,108.35
18010,13,,117.99
18010,12,1,121.91
18011,8,0,49.99
18012,12,1,169.27
18013,0,0,180.01
18015,0,0,47
18016,0,0,52.47
18016,3,1,52.99
18016,4,0,57.99
18016,12,1,65.91
18018,0,0,329.99
18019,0,0,70.98
18019,4,0,80.99
18019,18,0,82.99
18020,0,0,242.1
18020,2,1,242.99
18020,4,0,242.99
18020,1,0,249.99
18020,7,0,249.99
18020,13,,267.99
18020,12,0,268.86
18020,3,,299.99
18021,0,0,215
18022,0,0,148
18023,0,0,83.99
18023,4,0,83.99
18024,0,0,79.98
18025,0,0,99.99
18025,4,0,99.99
18026,0,0,105.99
18026,3,1,109.99
18026,12,1,117.83
18026,4,0,124.99
18026,14,0,139.99
18027,3,1,159.99
18027,7,0,182.7
18027,0,0,197.05
18028,8,0,84.99
18028,3,1,98.99
18028,1,0,98.99
18028,0,0,127.04
18029,0,0,53.99
18029,4,0,53.99
18029,7,0,53.99
18029,3,1,62.99
18031,0,0,199.95
18032,0,0,104.99
18032,8,0,104.99
18032,1,0,124.99
18032,3,1,129.99
18033,0,0,439.95
18034,0,0,79.98
18034,1,0,79.99
18034,8,0,79.99
18035,0,0,49.99
18036,7,0,44.48
18036,3,,44.99
18036,18,0,44.99
18036,1,0,48.98
18036,4,1,66.99
18039,0,0,99.99
18039,4,0,99.99
18040,0,0,269.99
18040,4,0,269.99
18040,18,0,269.99
18040,3,1,299.99
18040,7,0,305
18041,0,0,34.04
18041,4,0,39.99
18041,12,0,40.05
18042,0,0,249.95
18044,0,0,24.99
18044,4,1,24.99
18044,7,0,27.98
18044,3,,27.99
18045,0,0,45.99
18045,4,0,48.99
18046,0,0,34.99
18046,18,1,53.99
18046,3,1,64.99
18047,0,0,34.9
18048,0,0,109
18049,4,0,24.99
18049,0,0,35.92
18050,0,0,96.37
18050,4,1,102.98
18050,14,0,139.99
18051,0,0,197.99
18051,2,0,197.99
18051,8,0,229.99
18052,0,0,179.98
18052,8,0,179.99
18052,1,3,229.95
18053,0,0,28.09
18053,12,0,33.88
18053,4,1,34
18053,7,0,34.08
18054,0,0,98.95
18056,0,0,199.99
18056,8,0,199.99
18056,3,1,239.99
18056,1,0,239.99
18057,1,1,459.99
18057,4,1,459.99
18057,2,0,509.99
18058,0,0,99.99
18058,8,0,99.99
18059,4,0,224.99
18059,0,0,224.99
18059,18,0,224.99
18059,17,,259.99
18060,18,1,254.99
18060,0,1,349
18061,2,0,44.99
18061,0,0,44.99
18061,1,0,48.98
18062,0,0,257.99
18063,0,0,69
18063,3,1,69.99
18063,14,0,73.29
18063,4,0,79.99
18063,12,1,83.11
18064,0,0,54.99
18065,0,0,94.99
18065,7,0,94.99
18065,4,0,96.99
18065,3,1,114.99
18066,0,0,89.99
18066,6,1,129.99
18067,4,0,42.99
18067,0,0,59.22
18069,0,0,319.98
18069,8,0,319.99
18069,1,3,429.95
18070,0,0,39.99
18070,8,0,39.99
18071,0,0,56
18071,7,0,56.94
18071,4,0,59.99
18071,12,0,64.76
18072,0,0,144.41
18074,0,0,359.99
18074,1,0,359.99
18074,4,1,359.99
18074,3,,449.99
18075,0,0,197.99
18075,18,0,197.99
18075,17,,227.99
18075,4,0,229.99
18076,0,0,219.99
18076,1,0,219.99
18076,3,1,229.99
18076,2,0,229.99
18076,8,0,229.99
18077,0,0,384.99
18077,4,0,384.99
18077,18,0,384.99
18077,17,,567.99
18078,0,0,230
18078,4,0,297.99
18079,0,0,249.99
18079,4,0,269.99
18080,4,1,29.99
18081,0,0,149.97
18082,12,0,201.15
18083,0,0,360
18084,0,0,89.99
18085,0,0,129.99
18085,4,0,135.99
18086,0,0,40.78
18087,0,0,1646
18087,7,0,1783.37
18087,4,0,1892.99
18087,1,3,2199
18088,0,0,1850
18089,0,0,144.99
18089,4,1,250.98
18090,0,0,144.99
18090,4,0,144.99
18090,3,1,189.99
18090,1,3,189.99
18091,0,0,101.98
18092,0,0,70.01
18093,0,0,139.99
18093,4,0,179.99
18094,0,0,51.99
18094,4,0,51.99
18095,1,0,134.99
18095,2,0,134.99
18095,0,0,148.99
18095,7,0,149.99
18096,0,0,119.99
18099,0,0,149.97
18099,1,1,149.99
18099,8,0,149.99
18100,0,0,207.98
18101,0,0,96.16
18103,0,0,394.75
18103,4,0,409.99
18103,18,0,409.99
18104,0,0,89.99
18105,0,0,519.99
18105,18,0,519.99
18105,4,0,544.99
18108,4,0,38.99
18108,0,0,42.99
18109,2,1,79.99
18109,18,0,79.99
18109,0,0,129
18109,4,0,195.99
18109,7,0,206.25
18109,3,,249.99
18110,0,0,1187.89
18112,14,0,99.99
18112,4,0,118.99
18113,18,1,175.99
18114,3,1,279.99
18114,18,1,307.99
18114,0,0,453
18116,6,1,31.99
18120,0,0,174.99
18120,4,0,195.99
18121,0,0,719.98
18121,8,0,719.99
18121,1,3,845.95
18122,0,0,315.83
18123,3,1,3299.9
18123,1,3,3299.9
18124,0,0,79.98
18126,0,0,469.99
18127,0,1,58.98
18128,0,0,325.39
18129,0,0,59.99
18129,2,0,59.99
18129,8,0,59.99
18129,3,1,64.99
18135,1,0,44.99
18135,2,0,44.99
18135,0,0,76.9
18136,0,0,153.99
18137,0,0,209.99
18138,0,0,165.99
18138,3,1,169.99
18138,1,0,169.99
18139,4,0,144.99
18140,3,,64.99
18140,0,0,69.98
18141,0,0,119
18142,3,,409.99
18142,4,0,409.99
18142,0,0,417.05
18142,12,0,444.98
18142,7,0,465.21
18143,8,0,89.99
18143,0,0,115.99
18144,6,1,174.99
18144,0,0,249.99
18145,0,0,54.62
18145,12,0,54.62
18147,0,0,109.99
18147,8,0,109.99
18147,2,0,124.99
18148,3,,59.99
18148,4,0,59.99
18148,13,,59.99
18148,14,0,63.16
18148,0,0,64
18148,12,0,68.49
18149,6,1,89.99
18149,0,0,138.54
18150,0,0,99.99
18151,0,0,99.99
18152,3,1,859.99
18152,0,0,1104.99
18153,0,0,88.65
18155,0,0,258.93
18155,4,0,259.99
18156,0,0,57.99
18156,4,0,73.99
18159,0,0,151.13
18162,4,0,99.99
18162,0,0,132.99
18163,0,0,309.99
18163,1,0,360.99
18163,4,0,360.99
18164,0,0,79.98
18164,18,0,79.99
18164,4,0,93.99
18165,3,1,34.99
18165,0,0,39.33
18166,0,0,42.95
18167,0,0,256.98
18168,0,0,167.09
18170,0,0,154.98
18171,0,0,803
18172,8,0,92.99
18173,0,0,411.77
18173,4,1,424.99
18173,18,0,424.99
18173,13,,488.99
18174,0,0,825
18175,0,0,2299.98
18175,3,1,2299.99
18175,1,3,2299.99
18178,18,1,194.99
18178,0,0,221.61
18178,3,1,229.95
18179,0,0,169.99
18180,3,1,44.99
18180,0,0,58.99
18181,0,0,92.99
18182,18,0,41.99
18182,3,,63.99
18182,7,0,64
18182,14,0,64.99
18182,4,0,67.99
18182,2,0,68.99
18182,13,,74.99
18183,0,0,724.85
18184,18,0,68.99
18184,0,0,69.98
18186,4,0,92.99
18187,18,1,359.99
18187,0,0,400.61
18187,3,1,449.99
18188,0,0,239
18191,4,0,289.99
18192,0,0,109.99
18193,18,1,119.99
18193,3,1,124
18193,21,1,169.99
18194,0,0,59.99
18196,0,0,134.99
18196,1,0,134.99
18196,4,0,134.99
18196,18,0,134.99
18197,0,0,69.98
18197,14,0,74.99
18198,18,0,49.99
18198,4,0,52.98
18198,13,,59.99
18198,2,0,62.99
18198,3,,64.99
18198,14,0,69.99
18199,0,0,199.99
18200,0,0,54.99
18202,0,0,596.83
18203,0,0,119
18205,0,0,36.99
18205,3,,41.99
18206,0,0,299.99
18207,18,0,315.99
18207,4,0,339.99
18207,0,0,366.7
18207,3,1,469
18207,17,,474.99
18208,0,0,254
18210,0,0,27.99
18213,0,0,135
18216,0,0,134.99
18216,4,0,134.99
18216,7,0,134.99
18216,18,0,134.99
18216,1,1,149.95
18216,13,,153.99
18217,8,0,179.99
18218,0,0,73.5
18219,0,0,179
18222,0,0,299.99
18222,1,0,299.99
18222,8,0,299.99
18223,0,0,149.99
18223,1,0,149.99
18223,2,0,149.99
18223,4,0,169.99
18224,0,0,279.99
18224,4,0,339.99
18225,0,0,44.5
18226,0,0,62
18227,0,0,560.08
18227,4,0,655.63
18229,4,0,194.99
18230,0,0,79
18230,18,0,79.99
18230,4,0,88.98
18231,18,1,32.99
18231,0,0,58
18234,4,0,169.99
18234,0,0,192.92
18235,0,0,319.98
18235,8,0,319.99
18235,1,3,361.25
18236,0,0,104.99
18236,4,0,104.99
18236,3,1,126.94
18237,16,0,69.88
18238,0,0,110.27
18239,0,0,109.99
18239,8,0,109.99
18239,2,0,114.99
18240,3,1,49.99
18240,0,0,66.61
18241,0,0,25.99
18242,3,1,129.99
18242,14,0,149.99
18242,0,0,154.81
18243,4,1,461.99
18243,0,0,470.33
18243,13,,639.99
18244,2,1,49.99
18250,0,0,150
18254,18,1,77.99
18255,0,0,57
18256,0,0,119.67
18257,0,0,58
18258,0,0,406.44
18259,0,0,86.78
18260,4,0,241.99
18261,0,0,776.97
18266,0,0,44
18266,14,0,139.99
18267,0,0,144.99
18268,0,0,79.98
18268,1,0,79.99
18268,4,0,79.99
18268,3,1,89.99
18269,0,1,74.98
18269,4,0,74.99
18269,18,0,74.99
18269,1,0,79.5
18269,13,,85.99
18270,0,0,29.99
18271,0,0,90.51
18271,1,0,94.99
18271,2,0,94.99
18271,13,,105.99
18271,3,1,111.94
18271,4,0,112.99
18273,6,1,89.99
18274,0,0,297
18275,0,0,114
18280,4,0,209.99
18280,16,0,219.99
18280,0,0,291.47
18281,0,0,251
18281,18,0,265.99
18282,0,0,27.99
18283,0,0,259.99
18283,1,0,259.99
18283,4,0,259.99
18283,18,0,259.99
18283,13,,295.99
18284,0,0,49.34
18285,0,0,35.19
18286,0,0,30
18288,0,0,75
18290,0,0,429
18291,0,0,49.99
18291,16,0,89.99
18293,0,0,99.99
18294,4,1,233.99
18295,4,1,62.99
18298,18,0,111.99
18298,7,0,122
18298,0,0,123.17
18298,17,,127.99
18299,3,,299.99
18299,0,0,498.88
18300,0,0,89.99
18301,0,0,75.44
18303,0,0,169.87
18304,0,0,509
18305,0,0,22.25
18309,0,0,43.98
18310,0,0,60
18311,0,0,28.75
18311,7,0,34.74
18311,4,0,41.63
18312,3,1,239.99
18312,0,0,277.97
18313,0,0,52.32
18315,0,0,369.99
18316,0,0,142
18317,0,0,71.11
18317,4,0,79.99
18318,6,1,89.99
18322,8,0,49.99
18322,0,0,68.48
18323,0,0,49.99
18324,4,0,351.99
18324,0,0,354.99
18325,0,0,68.2
18326,0,0,181
18327,4,1,349.99
18327,1,0,359.99
18327,0,0,375
18327,3,1,382
18328,0,0,69.98
18329,0,0,79.95
18329,7,0,89.9
18330,0,0,53.08
18331,0,0,385
18332,0,0,49.99
18332,1,0,49.99
18332,4,0,49.99
18332,18,0,49.99
18332,3,1,54.99
18332,13,,59.99
18333,0,0,107.32
18336,0,0,399.97
18337,0,0,179.99
18337,4,0,179.99
18338,0,0,369.99
18338,1,0,369.99
18338,4,0,369.99
18338,3,1,436.94
18338,13,,488.99
18339,0,0,94.99
18340,0,0,279.95
18341,0,0,162.5
18342,0,0,57.64
18347,0,0,199.99
18347,1,1,199.99
18348,4,0,174.99
18348,0,0,209.39
18349,1,0,69.99
18349,4,1,78.99
18349,3,1,84.99
18349,13,,86.99
18350,0,0,83.99
18350,18,0,83.99
18350,1,0,92.99
18350,4,0,95.99
18350,14,0,99.23
18351,0,0,62.7
18351,4,1,68.98
18352,0,0,145.51
18353,0,0,354.45
18354,0,0,220.31
18355,0,0,32.99
18356,6,1,254.99
18360,0,0,147.8
18360,1,1,162.99
18360,7,0,169.72
18360,3,1,169.99
18360,4,0,174.99
18360,12,1,175.4
18361,0,0,133.94
18361,4,0,169.99
18362,2,0,78.99
18362,18,1,78.99
18362,4,0,80.98
18362,0,0,84.99
18362,17,,88.99
18363,8,0,109.99
18364,6,1,574.99
18365,0,0,49.99
18366,3,1,89.99
18366,7,0,97.11
18366,12,1,101.04
18366,4,0,110.99
18367,12,0,44.18
18367,0,0,46.12
18368,0,0,475
18369,0,0,68.98
18371,4,0,179.99
18373,0,0,20.83
18374,4,1,382.99
18375,0,0,57.98
18376,0,0,207.98
18377,0,0,74.98
18378,0,0,46.99
18381,0,0,209
18382,0,1,79.98
18384,0,0,35.99
18385,8,0,97.99
18386,0,0,128.28
18387,0,0,233.74
18388,0,0,179.99
18388,1,0,179.99
18388,2,0,179.99
18388,4,0,179.99
18388,13,,223.99
18388,3,1,229.99
18389,0,0,352.34
18391,0,0,48.18
18392,0,0,400.01
18393,1,0,56.99
18393,2,0,56.99
18393,0,0,88.33
18398,0,0,199.99
18398,8,0,199.99
18398,1,0,259.99
18399,0,0,289.99
18400,0,0,1056.92
18401,0,0,39.56
18402,0,0,89.99
18403,0,0,33.74
18403,12,0,33.74
18403,1,0,38.98
18403,3,1,44.99
18405,0,0,500
18407,0,0,42.99
18409,0,0,74.98
18409,4,0,74.99
18410,8,0,319.99
18411,0,0,190
18412,0,0,849
18413,0,0,100.75
18413,4,0,109.98
18414,0,0,1850
18423,0,0,279.99
18424,8,0,46.99
18425,4,0,200.99
18426,0,0,259.99
18426,4,0,259.99
18426,18,0,259.99
18426,13,,299.99
18426,1,0,315.95
18427,4,0,48.99
18428,0,0,159
18429,0,0,2056.56
18430,0,0,144.63
18431,3,,899.99
18431,1,3,999.99
18431,0,0,999.99
18432,0,0,429.85
18433,0,0,126.45
18434,0,1,52.48
18437,0,0,94.96
18440,0,0,309.99
18441,0,0,546.54
18442,0,0,37.77
18442,1,0,39.98
18442,12,0,49.4
18443,0,0,48.29
18444,4,1,759.99
18444,12,1,851.05
18444,1,3,899
18448,0,0,39.99
18448,3,1,53
18449,0,0,63
18449,4,1,72.63
18449,12,1,75.7
18450,0,0,138
18455,0,0,143
18456,0,0,90
18457,0,0,159.99
18458,0,0,51.38
18459,0,0,59.95
18460,8,0,62.99
18462,0,0,89.99
18468,0,0,53.99
18468,4,0,96.99
18469,0,0,34.99
18470,0,0,205.42
18470,4,0,248.98
18471,0,0,409.99
18471,4,0,429.99
18471,3,,474.99
18471,12,1,485.67
18472,4,0,30.99
18473,0,0,89.99
18474,0,0,89.99
18475,0,1,372.99
18475,1,0,439.99
18477,12,1,48.1
18478,12,0,41.28
18478,0,0,44.08
18479,0,0,85
18485,14,0,69.99
18486,4,0,104.99
18487,0,0,364.63
18488,0,0,727.83
18488,12,1,797.71
18489,3,1,39.99
18489,0,0,45.95
18491,0,0,24.99
18492,0,0,193.5
18500,3,1,399.99
18500,0,0,713.52
18501,18,1,158.99
18501,0,0,163.96
18501,7,0,171.9
18502,0,0,74.94
18502,4,0,98.63
18502,12,1,112.31
18503,0,0,41.99
18507,0,0,149.94
18508,0,0,109
18509,0,0,57.12
18511,0,0,122.82
18512,0,0,79.98
18513,0,0,132
18516,0,0,314.5
18517,0,0,74.98
18518,0,0,418.85
18520,0,0,289.99
18521,0,0,89.99
18521,4,0,89.99
18522,12,0,44.55
18522,0,0,45.74
18523,0,0,37
18524,0,0,51.7
18525,0,0,99.99
18526,0,0,205.73
18526,4,0,239.99
18527,0,0,144.99
18528,16,0,136.99
18529,0,0,131.34
18530,0,0,107.98
18531,0,0,99
18532,2,0,73.99
18533,0,0,417.05
18535,0,0,118.77
18539,6,1,204.99
18539,0,0,522.98
18543,0,0,120.01
18545,1,0,299
18545,0,0,339.49
18546,0,0,251.85
18546,7,0,268.54
18547,0,0,207.42
18548,0,0,40.33
18549,0,0,150.99
18550,1,0,209.99
18550,3,1,226.94
18551,0,0,79.98
18553,0,0,169.99
18554,0,0,94.79
18555,0,0,160.06
18555,1,0,169
18556,0,1,101.22
18557,0,0,115.99
18558,0,0,104.5
18558,12,0,104.5
18559,0,0,61
18559,12,0,61
18560,0,0,397.77
18561,6,1,359.99
18562,6,1,794.99
18563,3,1,279.99
18563,4,1,279.99
18563,0,0,595
18568,0,0,280
18572,0,0,49.23
18575,4,0,64.99
18576,0,0,372
18577,0,0,396.89
18577,4,0,482.99
18578,0,0,489.74
18579,12,0,68.54
18579,0,0,71.98
18580,0,0,34.89
18580,3,1,51.99
18580,13,,54.99
18580,12,1,65.81
18580,4,0,78.99
18582,0,0,110.99
18583,0,0,76.98
18583,12,0,77.24
18584,0,0,35.95
18584,4,0,48.99
18585,0,0,1500
18586,3,1,1649.9
18586,1,3,1649.9
18586,0,0,1649.9
18599,0,0,135
18600,0,0,28.54
18601,0,0,300
18602,0,0,49.99
18603,18,1,45.99
18603,0,0,159.99
18604,12,0,136.4
18604,0,0,149.99
18605,0,0,62.06
18605,13,,69.99
18605,4,0,78.63
18606,0,0,75
18607,0,0,239.99
18608,0,0,167.99
18609,0,0,25.99
18610,0,0,60
18611,3,1,99.99
18612,0,0,173.29
18612,12,1,178.84
18612,4,0,190.99
18613,0,0,31.99
18614,0,0,110
18615,0,0,688.99
18616,0,0,279.99
18617,3,1,219.99
18617,0,0,285
18618,0,0,32.99
18620,0,0,574.7
18621,0,0,319.98
18621,3,1,380
18622,0,0,955
18630,4,0,79.99
18631,0,0,119.99
18632,18,1,369.99
18632,0,0,483
18633,0,0,199
18634,0,0,520
18635,0,1,65.98
18635,2,0,68.99
18635,3,,75.54
18635,18,1,79.99
18635,4,0,83.99
18636,0,0,104.4
18637,0,0,387.99
18638,0,0,79.8
18640,0,0,419.99
18641,0,0,84.98
18642,0,0,189.99
18646,0,0,139.99
18647,0,0,179.99
18649,6,1,149.99
18654,0,0,109.99
18655,3,1,429.99
18655,0,0,581.99
18658,0,0,190.98
18659,0,0,3978
18660,18,1,155.99
18660,0,0,267.98
18661,0,0,84.99
18663,12,0,27.6
18663,0,0,28.39
